CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100006614	400	52988	166228	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	1929	NAMED	BSVHAXJKBCWVDA-UHFFFAOYSA-N	[O-]C(CC(OC(CCCCC(O)=O)=O)C[N+](C)(C)C)=O	adipoylcarnitine (C6-DC)	adipoylcarnitine (C6-DC)		28540385	HMDB0061677		71296139	Pos Early
100006627	400	52990	166232	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	1937	NAMED	YVWVEIPYMGBQPE-UHFFFAOYSA-N	[O-]C(CC(OC(CCCCCCC(O)=O)=O)C[N+](C)(C)C)=O	suberoylcarnitine (C8-DC)	suberoylcarnitine (C8-DC)						Pos Early
100009407	400	53224	178792	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	1936	NAMED	NTBUXPPQHCFLOM-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCC(O)=O)=O)=O	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)						Pos Early
100003926	400	43264	156990	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1941	NAMED	UEFRDQSMQXDWTO-UHFFFAOYSA-N	CC(CC(OC(C[N+](C)(C)C)CC([O-])=O)=O)O	(R)-3-hydroxybutyrylcarnitine	(R)-3-hydroxybutyrylcarnitine			HMDB0013127		53481617	Pos Early
100009271	400	52984	166220	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1942	NAMED	UEFRDQSMQXDWTO-UHFFFAOYSA-N	CC(O)CC(OC(C[N+](C)(C)C)CC([O-])=O)=O	(S)-3-hydroxybutyrylcarnitine	(S)-3-hydroxybutyrylcarnitine			HMDB0013127		71464477	Pos Early
100019801	402	61840	218539	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1951	NAMED	YBCVTTMMURGSEY-LMLDZDDJSA-N	CCCCCCCC/C=C\CCCCCC(O)CC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O	3-hydroxyoleoylcarnitine	3-hydroxyoleoylcarnitine		48061587			129637446	Pos Late
100020825	400	62557	219908	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1943	NAMED	VYEONLJQPYRKAN-UHFFFAOYSA-N	C[N+](C)(C)CC(OC(CC(O)CCC)=O)CC([O-])=O	3-hydroxyhexanoylcarnitine (1)	3-hydroxyhexanoylcarnitine (1)						Pos Early
100021141	402	63358	222426	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1949	NAMED	VCRSQDIROUELAR-UHFFFAOYSA-N	OC(CCCCCCC)CC(OC(CC([O-])=O)C[N+](C)(C)C)=O	3-hydroxydecanoylcarnitine	3-hydroxydecanoylcarnitine		59664325	HMDB0061636		121454166	Pos Late
100021990	400	64393	237477	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1946	NAMED	RCXSFDNDEVSQNG-UHFFFAOYSA-N	[O-]C(CC(OC(C(O)CCCCCC)=O)C[N+](C)(C)C)=O	3-hydroxyoctanoylcarnitine (1)	3-hydroxyoctanoylcarnitine (1)						Pos Early
100021991	400	64394	237478	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1947	NAMED	RCXSFDNDEVSQNG-UHFFFAOYSA-N	[O-]C(CC(OC(C(O)CCCCCC)=O)C[N+](C)(C)C)=O	3-hydroxyoctanoylcarnitine (2)	3-hydroxyoctanoylcarnitine (2)						Pos Early
100000776	402	44681	159624	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1886	NAMED	XOMRRQXKHMYMOC-UHFFFAOYSA-N	[O-]C(CC(OC(CCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O	palmitoylcarnitine (C16)	palmitoylcarnitine (C16)	6865-14-1	448	HMDB0000222	C02990	461	Pos Late
100001270	402	33952	158596	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1884	NAMED	PSHXNVGSVNEJBD-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCC)OC(CC([O-])=O)C[N+](C)(C)C	myristoylcarnitine (C14)	myristoylcarnitine (C14)	18822-89-4	4932274	HMDB0005066		6426854	Pos Late
100001391	402	34409	158657	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1888	NAMED	FNPHNLNTJNMAEE-HSZRJFAPSA-N	[O-]C(C[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O	stearoylcarnitine (C18)	stearoylcarnitine (C18)	18822-91-8	21233653	HMDB0000848		3006797	Pos Late
100004054	402	57512	211213	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1887	NAMED	DWSFAVOTORHAAL-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCC)=O)=O	margaroylcarnitine (C17)*	margaroylcarnitine (C17)*	106182-29-0	35015987	HMDB0006210		53477803	Pos Late
100015832	402	57514	211215	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1890	NAMED	IUMXSSOVGPXXJL-UHFFFAOYSA-N	O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCCCC	behenoylcarnitine (C22)*	behenoylcarnitine (C22)*		28639204	HMDB0062468		71464577	Pos Late
100015833	402	57513	211214	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1889	NAMED	SVJLJQBGUITFLI-UHFFFAOYSA-N	O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCC	arachidoylcarnitine (C20)*	arachidoylcarnitine (C20)*		28639199	HMDB0006460		53477833	Pos Late
100015834	402	57515	211216	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1891	NAMED	YDUFZFUYBBPVLJ-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCCCCCCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O	lignoceroylcarnitine (C24)*	lignoceroylcarnitine (C24)*			HMDB0240665			Pos Late
100015835	402	57516	211217	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1892	NAMED	KOCKWDDTAHPJSX-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)=O	cerotoylcarnitine (C26)*	cerotoylcarnitine (C26)*		35015992	HMDB0006347		53477828	Pos Late
100000781	400	32328	155906	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	1866	NAMED	VVPRQWTYSNDTEA-UHFFFAOYSA-N	O=C(CCCCC)OC(CC([O-])=O)C[N+](C)(C)C	hexanoylcarnitine (C6)	hexanoylcarnitine (C6)	6920-35-0	4932273	HMDB0000756		6426853	Pos Early
100001247	402	33936	158581	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	1874	NAMED	CXTATJFJDMJMIY-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCC)=O)=O	octanoylcarnitine (C8)	octanoylcarnitine (C8)	3671-77-0	110274	HMDB0000791	C02838	"123701,11953814"	Pos Late
100001251	402	33941	158585	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	1882	NAMED	LZOSYCMHQXPBFU-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCC)=O)=O	decanoylcarnitine (C10)	decanoylcarnitine (C10)	1492-27-9	8420677	HMDB0000651		10245190	Pos Late
100001392	402	34534	158670	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	1883	NAMED	FUJLYHJROOYKRA-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O)=O	laurylcarnitine (C12)	laurylcarnitine (C12)	25518-54-1	8602997	HMDB000225		168381	Pos Late
100006620	402	61775	218145	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	1879	NAMED	MPSPNFAQQQMFLK-UHFFFAOYSA-N	[O-]C(CC(OC(CCCCCCCC)=O)C[N+](C)(C)C)=O	nonanoylcarnitine (C9)	nonanoylcarnitine (C9)		28533402	HMDB0013288		91825642	Pos Late
100021728	402	64389	237480	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	1878	NAMED	LNGSHJPPGDBEPT-VYAYZGMFSA-N	O=C(C[C@@]1([H])[C@@](C1)([H])CCC)OC(CC([O-])=O)C[N+](C)(C)C	"cis-3,4-methyleneheptanoylcarnitine"	"cis-3,4-methyleneheptanoylcarnitine"						Pos Late
100001501	402	35160	158710	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1908	NAMED	IPOLTUVFXFHAHI-WHIOSMTNSA-N	[O-]C(C[C@@H](OC(CCCCCCC/C=C\CCCCCCCC)=O)C[N+](C)(C)C)=O	oleoylcarnitine (C18:1)	oleoylcarnitine (C18:1)	38677-66-6	21403150	HMDB0005065		6441392	Pos Late
100002259	402	38178	159020	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1902	NAMED	OQWOHRPOYAVIOK-KTKRTIGZSA-N	O=C([O-])CC(OC(CC/C=C\CCCCC)=O)C[N+](C)(C)C	cis-4-decenoylcarnitine (C10:1)	cis-4-decenoylcarnitine (C10:1)	98930-66-6	28639171	HMDB0013205		57357170	Pos Late
100006051	402	48182	160274	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1906	NAMED	ABVVZYXTZLEOHP-OLHLWXQYSA-N	O=C(CCCCCCC/C=C\CCCC)O[C@H](CC([O-])=O)C[N+](C)(C)C	myristoleoylcarnitine (C14:1)*	myristoleoylcarnitine (C14:1)*	889848-55-9	34999520	HMDB0240588		129691961	Pos Late
100009406	402	53223	178791	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1907	NAMED	JFAGPSOZZSTLRF-KHPPLWFESA-N	O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCC/C=C\CCCCCC	palmitoleoylcarnitine (C16:1)*	palmitoleoylcarnitine (C16:1)*		28639183	HMDB0013207		71464547	Pos Late
100015836	402	57517	211218	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1912	NAMED	ONGUASHYQLGIFC-OCOZRVBESA-N	O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCC/C=C/CCCCCCCCCCCCCCCCCCCC	ximenoylcarnitine (C26:1)*	ximenoylcarnitine (C26:1)*						Pos Late
100015838	402	57519	211220	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1909	NAMED	PVOQPLSKYNZHOT-OUKQBFOZSA-N	O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCCCC/C=C/CCCCCCCC	eicosenoylcarnitine (C20:1)*	eicosenoylcarnitine (C20:1)*						Pos Late
100015846	402	57531	211232	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1911	NAMED	QGIHQXKFCAACHN-SEYXRHQNSA-N	O=C(CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O	nervonoylcarnitine (C24:1)*	nervonoylcarnitine (C24:1)*			HMDB0006509			Pos Late
100016069	402	61769	218137	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1904	NAMED	PETYOUXDCHQKTQ-QXPKXGMISA-N	CCCCCC/C=C\CCCC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O	5-dodecenoylcarnitine (C12:1)	5-dodecenoylcarnitine (C12:1)			HMDB13326		91825571	Pos Late
100021131	402	63613	222938	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1903	NAMED	FVOVZEONZTWNTC-OUKQBFOZSA-N	CCCCCCCC/C=C/C(OC(CC([O-])=O)C[N+](C)(C)C)=O	undecenoylcarnitine (C11:1)	undecenoylcarnitine (C11:1)						Pos Late
100003151	402	46223	159669	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1913	NAMED	MJLXQSQYKZWZCB-DQFWFXSYSA-N	[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O	linoleoylcarnitine (C18:2)*	linoleoylcarnitine (C18:2)*	36816-10-1	4952667	HMDB0006469		6450015	Pos Late
100015831	402	57511	211212	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1914	NAMED	WJCRATGUUISKDG-QNEBEIHSSA-N	O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	linolenoylcarnitine (C18:3)*	linolenoylcarnitine (C18:3)*						Pos Late
100015837	402	57518	211219	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1916	NAMED	RBFQHRALHSUPIA-SNPVRQPZSA-N	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(OC(C[N+](C)(C)C)CC([O-])=O)=O	arachidonoylcarnitine (C20:4)	arachidonoylcarnitine (C20:4)			HMDB0006455		136212424	Pos Late
100015839	402	57520	211221	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1915	NAMED	OLZWDVKTOGTVLC-UTJQPWESSA-N	O=C(CCCCCCCCC/C=C\C/C=C\CCCCC)OC(C[N+](C)(C)C)CC([O-])=O	dihomo-linoleoylcarnitine (C20:2)*	dihomo-linoleoylcarnitine (C20:2)*						Pos Late
100015840	402	57521	211222	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1917	NAMED	RDIZZXFTCZPSRY-WYTUUNCASA-N	O=C(CCCCCC/C=C/C/C=C/C/C=C/CCCCC)OC(CC([O-])=O)C[N+](C)(C)C	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	dihomo-linolenoylcarnitine (C20:3n3 or 6)*						Pos Late
100015845	402	57523	211224	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1924	NAMED	WLLMYDQRCSWAST-WSDBEMKQSA-N	O=C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(C[N+](C)(C)C)CC([O-])=O	docosahexaenoylcarnitine (C22:6)*	docosahexaenoylcarnitine (C22:6)*						Pos Late
100015851	402	57529	211230	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	1922	NAMED	MJPIXACTUMSGGI-WMPRHZDHSA-N	O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	docosapentaenoylcarnitine (C22:5n3)*	docosapentaenoylcarnitine (C22:5n3)*					71464594	Pos Late
100000802	400	32198	155890	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)"	1862	NAMED	RDHQFKQIGNGIED-MRVPVSSYSA-N	C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O	acetylcarnitine (C2)	acetylcarnitine (C2)	5080-50-2	5406074	HMDB0000201	C02571	7045767	Pos Early
100009233	402	52944	166270	Lipid	Fatty Acid Metabolism (Acyl Choline)	1965	NAMED	UFQZDKMTMXCDBP-UHFFFAOYSA-N	C[N+](C)(C)CCOC(CCCCCCCCCCCCCC[CH2-])=O	palmitoylcholine	palmitoylcholine		133731	HMDB0240592		151731	Pos Late
100009331	402	53260	179345	Lipid	Fatty Acid Metabolism (Acyl Choline)	1966	NAMED	GFSSJDJAEKYAGX-UHFFFAOYSA-N	O=C(CCCCCCC/[C-]=C/CCCCCCCC)OCC[N+](C)(C)C	oleoylcholine	oleoylcholine			HMDB0240596		59040790	Pos Late
100009332	402	53261	179347	Lipid	Fatty Acid Metabolism (Acyl Choline)	1974	NAMED	XUWOVXDQNYUPNL-WYTUUNCASA-N	O=C(CCC/[C-]=C/C/C=C/C/C=C/C/C=C/CCCCC)OCC[N+](C)(C)C	arachidonoylcholine	arachidonoylcholine			HMDB0240583		122198216	Pos Late
100009333	402	53263	179351	Lipid	Fatty Acid Metabolism (Acyl Choline)	1973	NAMED	OKLWSURGMYZXCS-GUTOPQIJSA-N	O=C(CC/C=[C-]/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)OCC[N+](C)(C)C	docosahexaenoylcholine	docosahexaenoylcholine			HMDB0240647			Pos Late
100015759	402	57464	211120	Lipid	Fatty Acid Metabolism (Acyl Choline)	1972	NAMED	WYVHUXGFCVDOEA-UHFFFAOYSA-N	C[N+](C)(C)C[CH-]OC(CCCCCCCCCCCCCCCCC)=O	stearoylcholine*	stearoylcholine*			HMDB0240648		90111	Pos Late
100015760	402	57463	211119	Lipid	Fatty Acid Metabolism (Acyl Choline)	1970	NAMED	GVYIAXNFCSAJSK-OKLKQMLOSA-N	C[N+](C)(C)C[CH-]OC(CCCCCCC/C=C/C/C=C/CCCCC)=O	linoleoylcholine*	linoleoylcholine*			HMDB0013213		53481656	Pos Late
100001733	209	54907	208284	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	1803	NAMED	NONGMLDQXRDGIT-UHFFFAOYSA-N	O=C(CCCCC)NC(CCC(N)=O)C(O)=O	hexanoylglutamine	hexanoylglutamine						Neg
100020631	209	62735	220261	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	1806	NAMED	VCZLDSLBUPQMCV-UHFFFAOYSA-N	CCC(C)CCC(NC(CCC(N)=O)C(O)=O)=O	4-methylhexanoylglutamine	4-methylhexanoylglutamine						Neg
100001527	209	35436	128227	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1827	NAMED	UPCKIPHSXMXJOX-UHFFFAOYSA-N	O=C(O)CNC(CCCCC)=O	hexanoylglycine	hexanoylglycine (C6)	24003-67-6	89859	HMDB0000701		99463	Neg
100003686	209	42092	143937	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1845	NAMED	KVTFEOAKFFQCCX-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCCCC)NCC(O)=O	N-palmitoylglycine	N-palmitoylglycine	2441-41-0	133100	HMDB0013034		151008	Neg
100016110	209	61785	218163	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1850	NAMED	WWJXRJJBIVSSNF-NSCUHMNNSA-N	OC(CN([H])C(/C=C/C)=O)=O	2-butenoylglycine	2-butenoylglycine	71428-89-2	4877902			6303498	Neg
100019884	209	61798	218189	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1833	NAMED	AAPHATPOQGNLOZ-SNAWJCMRSA-N	CCC/C=C/C(NCC(O)=O)=O	trans-2-hexenoylglycine	trans-2-hexenoylglycine		25033670				Neg
100020211	400	62064	218870	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1853	NAMED	VMIWHQCIHIUYCS-UHFFFAOYSA-N	O=C(CC(O)C)NCC(O)=O	3-hydroxybutyroylglycine**	3-hydroxybutyroylglycine**						Pos Early
100021198	209	63057	221668	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1859	NAMED	MNYZGNSHBPLAFN-UHFFFAOYSA-N	O=C(C1=CC=CC=N1)N([H])CC(O)=O	picolinoylglycine	picolinoylglycine	5616-29-5	9963296	HMDB0059766		11788622	Neg
100021992	209	64386	237461	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1836	NAMED	FFFQOVJTIDIKQJ-YUMQZZPRSA-N	O=C(NCC(O)=O)C[C@@H]1C[C@@H]1CCC	"cis-3,4-methyleneheptanoylglycine"	"cis-3,4-methyleneheptanoylglycine"						Neg
418	305	1496	145730	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1796	NAMED	ZIYVHBGGAOATLY-UHFFFAOYSA-N	O=C(C(C(O)=O)C)O	methylmalonate (MMA)	methylmalonate (MMA)	516-05-2	473	HMDB0000202	C02170	487	Polar
100001054	400	32412	155935	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1790	NAMED	QWYFHHGCZUCMBN-SECBINFHSA-N	CCCC(O[C@H](CC([O-])=O)C[N+](C)(C)C)=O	butyrylcarnitine (C4)	butyrylcarnitine (C4)	25576-40-3	184820	HMDB0002013	C02862	439829	Pos Early
100001150	305	31932	147789	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1794	NAMED	WOMAZEJKVZLLFE-UHFFFAOYSA-N	O=C(CC)NCC(O)=O	propionylglycine	propionylglycine (C3)	21709-90-0	89122	HMDB0000783		98681	Polar
100001162	400	32452	155955	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1793	NAMED	UFAHZIUFPNSHSL-UHFFFAOYSA-N	[O-]C(CC(OC(CC)=O)C[N+](C)(C)C)=O	propionylcarnitine (C3)	propionylcarnitine (C3)	17298-37-2	96904	HMDB0000824	C03017	107738	Pos Early
100001526	400	37059	156288	Lipid	Fatty Acid Synthesis	1489	NAMED	ZGNBLKBZJBJFDG-UHFFFAOYSA-N	O=C(CC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C	malonylcarnitine	malonylcarnitine	853728-01-5	21403153	HMDB0002095		22833583	Pos Early
100004227	209	43343	143991	Lipid	"Fatty Acid, Amino"	1777	NAMED	AKVBCGQVQXPRLD-UHFFFAOYSA-N	CCCCCCC(C(O)=O)N	2-aminooctanoate	2-aminooctanoate	644-90-6	62727	HMDB0000991		69522	Neg
100004542	400	43761	157045	Lipid	"Fatty Acid, Amino"	1772	NAMED	RDFMDVXONNIGBC-UHFFFAOYSA-N	OC(C(CCCCC)N([H])[H])=O	2-aminoheptanoate	2-aminoheptanoate	1115-90-8	198338	HMDB0094649		227939	Pos Early
100020204	209	62059	218862	Lipid	"Fatty Acid, Amino"	1778	NAMED	JJGNMSOJTSABGA-UHFFFAOYSA-N	OC(C(CCCCCC)N([H])C(C)=O)=O	N-acetyl-2-aminooctanoate*	N-acetyl-2-aminooctanoate*		86248	HMDB0059745		95555	Neg
100002356	209	38296	141846	Lipid	"Fatty Acid, Branched"	1670	NAMED	YETXGSGCWODRAA-UHFFFAOYSA-N	OC(CCCCCCCCCCCCCCCC(C)C)=O	(16 or 17)-methylstearate (a19:0 or i19:0)	(16 or 17)-methylstearate (a19:0 or i19:0)	2724-59-6	2340933	HMDB0037397		3083779	Neg
100002945	209	38768	143701	Lipid	"Fatty Acid, Branched"	1664	NAMED	IIUXHTGBZYEGHI-UHFFFAOYSA-N	CC(CCCCCCCCCCCCCC(O)=O)C	(14 or 15)-methylpalmitate (a17:0 or i17:0)	(14 or 15)-methylpalmitate (a17:0 or i17:0)			HMDB0061859	C16995	"8181,17903417"	Neg
100004414	209	61702	218007	Lipid	"Fatty Acid, Branched"	1676	NAMED	CGKMKXBKVBXUGK-UHFFFAOYSA-N	OC(C(O)=O)C(C)CCCC(C)CCCC(C)CCCC(C)C	2-hydroxyphytanate*	2-hydroxyphytanate*	14721-68-7	164249	HMDB0061666		189026	Neg
100021727	209	64390	237469	Lipid	"Fatty Acid, Branched"	1665	NAMED	VFMNSFWBDMRNLJ-BQBZGAKWSA-N	O=C(C[C@@]1([H])[C@@](C1)([H])CCC)O	"cis-3,4-methyleneheptanoate"	"cis-3,4-methyleneheptanoate"						Neg
339	305	396	146390	Lipid	"Fatty Acid, Dicarboxylate"	1681	NAMED	JFCQEDHGNNZCLN-UHFFFAOYSA-N	OC(CCCC(O)=O)=O	glutarate (C5-DC)	glutarate (C5-DC)	110-94-1	3618533	HMDB0000661	C00489	"743,4418048"	Polar
2029	209	18362	124661	Lipid	"Fatty Acid, Dicarboxylate"	1701	NAMED	BDJRBEYXGGNYIS-UHFFFAOYSA-N	O=C(O)CCCCCCCC(O)=O	azelate (C9-DC)	azelate (C9-DC)	123-99-9	2179	HMDB0000784	C08261	2266	Neg
100000016	305	15730	145770	Lipid	"Fatty Acid, Dicarboxylate"	1698	NAMED	TYFQFVWCELRYAO-UHFFFAOYSA-N	OC(CCCCCCC(O)=O)=O	suberate (C8-DC)	suberate (C8-DC)	505-48-6	10025	HMDB0000893	C08278	10457	Polar
100000707	305	20676	147767	Lipid	"Fatty Acid, Dicarboxylate"	1693	NAMED	VZCYOOQTPOCHFL-UHFFFAOYSA-N	O=C(C=CC(O)=O)O	maleate	maleate	110-16-7	392248	HMDB0000176	C01384	444266	Polar
100001102	209	32388	125800	Lipid	"Fatty Acid, Dicarboxylate"	1708	NAMED	TVIDDXQYHWJXFK-UHFFFAOYSA-N	OC(CCCCCCCCCCC(O)=O)=O	dodecanedioate (C12-DC)	dodecanedioate (C12)	693-23-2	12213	HMDB0000623	C02678	12736	Neg
100001178	209	31787	142911	Lipid	"Fatty Acid, Dicarboxylate"	1727	NAMED	WMCQWXZMVIETAO-UHFFFAOYSA-N	CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	86879-39-2	110498	HMDB0061112		123979	Neg
100001211	209	32398	125812	Lipid	"Fatty Acid, Dicarboxylate"	1703	NAMED	CXMXRPHRNRROMY-UHFFFAOYSA-N	OC(CCCCCCCCC(O)=O)=O	sebacate (C10-DC)	sebacate (C10-DC)	111-20-6	5004	HMDB0000792	C08277	5192	Neg
100001454	209	62915	220767	Lipid	"Fatty Acid, Dicarboxylate"	1709	NAMED	FYVQCLGZFXHEGL-UHFFFAOYSA-N	O=C(O)CC(O)CCCCCCCCC(O)=O	3-hydroxydodecanedioate*	3-hydroxydodecanedioate*	34574-69-1	13628081	HMDB0000413		16663321	Neg
100001613	209	35669	128271	Lipid	"Fatty Acid, Dicarboxylate"	1713	NAMED	HQHCYKULIHKCEB-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCC(O)=O	tetradecanedioate (C14-DC)	tetradecanedioate (C14)	821-38-5	12630	HMDB0000872		13185	Neg
100001614	209	35678	128277	Lipid	"Fatty Acid, Dicarboxylate"	1717	NAMED	QQHJDPROMQRDLA-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCCCC(O)=O	hexadecanedioate (C16-DC)	hexadecanedioate (C16)	505-54-4	10027	HMDB0000672	C19615	10459	Neg
100001615	209	36754	128289	Lipid	"Fatty Acid, Dicarboxylate"	1720	NAMED	BNJOQKFENDDGSC-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCCCCCC(O)=O	octadecanedioate (C18-DC)	octadecanedioate (C18)	871-70-5	63283	HMDB0000782		70095	Neg
100001765	305	36749	146966	Lipid	"Fatty Acid, Dicarboxylate"	1691	NAMED	SYEOWUNSTUDKGM-UHFFFAOYSA-N	O=C(O)CC(C)CCC(O)=O	3-methyladipate	3-methyladipate	3058-01-3	11789	HMDB0000555		12292	Polar
100002070	400	37253	156347	Lipid	"Fatty Acid, Dicarboxylate"	1685	NAMED	HWXBTNAVRSUOJR-UHFFFAOYSA-N	O=C(O)CCC(O)C(O)=O	2-hydroxyglutarate	2-hydroxyglutarate	40951-21-1	42	HMDB0059655	C02630	43	Pos Early
